category,address,name,getName,getType,accessType,size,autodetectedSize,getSize,getVrom,sectionType,isDefined,isUserDeclared,isAutogenerated,isMaybeString,referenceCounter,overlayCategory,unknownSegment,isGot,isGotGlobal,isGotLocal
symbol,0x494DFC,None,.L00494DFC,@branchlabel,None,None,None,0x4,0x94DFC,.text,True,False,True,False,3,None,False,False,False,False
symbol,0x494E10,None,.L00494E10,@branchlabel,None,None,None,0x4,0x94E10,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494E14,None,.L00494E14,@branchlabel,None,None,None,0x4,0x94E14,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494E84,None,.L00494E84,@branchlabel,None,None,None,0x4,0x94E84,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494E90,None,.L00494E90,@branchlabel,None,None,None,0x4,0x94E90,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494EB0,None,.L00494EB0,@branchlabel,None,None,None,0x4,0x94EB0,.text,True,False,True,False,3,None,False,False,False,False
symbol,0x494EB4,None,.L00494EB4,@branchlabel,None,None,None,0x4,0x94EB4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494ECC,None,func_00494ECC,@function,None,None,0x244,0x244,0x94ECC,.text,True,False,True,False,5,None,False,True,False,True
symbol,0x494F34,None,.L00494F34,@branchlabel,None,None,None,0x4,0x94F34,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x494F54,None,.L00494F54,@branchlabel,None,None,None,0x4,0x94F54,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494F8C,None,.L00494F8C,@branchlabel,None,None,None,0x4,0x94F8C,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x494FB8,None,.L00494FB8,@branchlabel,None,None,None,0x4,0x94FB8,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495058,None,.L00495058,@branchlabel,None,None,None,0x4,0x95058,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x49505C,None,.L0049505C,@branchlabel,None,None,None,0x4,0x9505C,.text,True,False,True,False,3,None,False,False,False,False
symbol,0x4950AC,None,.L004950AC,@branchlabel,None,None,None,0x4,0x950AC,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495104,None,.L00495104,@branchlabel,None,None,None,0x4,0x95104,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x495110,None,func_00495110,@function,None,None,0x1134,0x1134,0x95110,.text,True,False,True,False,8,None,False,True,False,True
symbol,0x495150,None,.L00495150,@branchlabel,None,None,None,0x4,0x95150,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495154,None,.L00495154,@branchlabel,None,None,None,0x4,0x95154,.text,True,False,True,False,3,None,False,False,False,False
symbol,0x495170,None,.L00495170,@branchlabel,None,None,None,0x4,0x95170,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x495198,None,.L00495198,@branchlabel,None,None,None,0x4,0x95198,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4951A4,None,.L004951A4,@branchlabel,None,None,None,0x4,0x951A4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4951B8,None,.L004951B8,@branchlabel,None,None,None,0x4,0x951B8,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4951C4,None,.L004951C4,@branchlabel,None,None,None,0x4,0x951C4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4951F0,None,.L004951F0,@branchlabel,None,None,None,0x4,0x951F0,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495208,None,.L00495208,@branchlabel,None,None,None,0x4,0x95208,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495228,None,.L00495228,@branchlabel,None,None,None,0x4,0x95228,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x495268,None,.L00495268,@jumptablelabel,None,None,None,0x4,0x0,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495270,None,.L00495270,@branchlabel,None,None,None,0x4,0x95270,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495298,None,.L00495298,@branchlabel,None,None,None,0x4,0x95298,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x49529C,None,.L0049529C,@branchlabel,None,None,None,0x4,0x9529C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4952B8,None,.L004952B8,@branchlabel,None,None,None,0x4,0x952B8,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4952DC,None,.L004952DC,@branchlabel,None,None,None,0x4,0x952DC,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495398,None,.L00495398,@branchlabel,None,None,None,0x4,0x95398,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x49539C,None,.L0049539C,@branchlabel,None,None,None,0x4,0x9539C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4953B4,None,.L004953B4,@branchlabel,None,None,None,0x4,0x953B4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4953E0,None,.L004953E0,@branchlabel,None,None,None,0x4,0x953E0,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495418,None,.L00495418,@branchlabel,None,None,None,0x4,0x95418,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4954B0,None,.L004954B0,@branchlabel,None,None,None,0x4,0x954B0,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x49552C,None,.L0049552C,@branchlabel,None,None,None,0x4,0x9552C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4955A8,None,.L004955A8,@branchlabel,None,None,None,0x4,0x955A8,.text,True,False,True,False,7,None,False,False,False,False
symbol,0x495640,None,.L00495640,@jumptablelabel,None,None,None,0x4,0x0,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495648,None,.L00495648,@branchlabel,None,None,None,0x4,0x95648,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495670,None,.L00495670,@branchlabel,None,None,None,0x4,0x95670,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495674,None,.L00495674,@branchlabel,None,None,None,0x4,0x95674,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495690,None,.L00495690,@branchlabel,None,None,None,0x4,0x95690,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4956B4,None,.L004956B4,@branchlabel,None,None,None,0x4,0x956B4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495770,None,.L00495770,@branchlabel,None,None,None,0x4,0x95770,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495774,None,.L00495774,@branchlabel,None,None,None,0x4,0x95774,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x49578C,None,.L0049578C,@branchlabel,None,None,None,0x4,0x9578C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4957B8,None,.L004957B8,@branchlabel,None,None,None,0x4,0x957B8,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4957F0,None,.L004957F0,@branchlabel,None,None,None,0x4,0x957F0,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495888,None,.L00495888,@branchlabel,None,None,None,0x4,0x95888,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495904,None,.L00495904,@branchlabel,None,None,None,0x4,0x95904,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495980,None,.L00495980,@branchlabel,None,None,None,0x4,0x95980,.text,True,False,True,False,7,None,False,False,False,False
symbol,0x495A18,None,.L00495A18,@jumptablelabel,None,None,None,0x4,0x0,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495A34,None,.L00495A34,@branchlabel,None,None,None,0x4,0x95A34,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495A48,None,.L00495A48,@branchlabel,None,None,None,0x4,0x95A48,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495A7C,None,.L00495A7C,@branchlabel,None,None,None,0x4,0x95A7C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x495B10,None,.L00495B10,@branchlabel,None,None,None,0x4,0x95B10,.text,True,False,True,False,1,None,False,False,False,False
