category,address,name,getName,dynsymIndex,getType,accessType,size,autodetectedSize,getSize,getVrom,sectionType,isDefined,isUserDeclared,isAutogenerated,isMaybeString,referenceCounter,overlayCategory,unknownSegment,isGot,isGotGlobal,isGotLocal,gotIndex,isAutoCreatedPad
symbol,0x46C8D0,None,.L0046C8D0,None,@branchlabel,None,None,None,0x4,0x6C8D0,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46C8DC,None,.L0046C8DC,None,@branchlabel,None,None,None,0x4,0x6C8DC,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C8E0,None,.L0046C8E0,None,@branchlabel,None,None,None,0x4,0x6C8E0,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C8F4,location_to_isymb,location_to_isymb,452,@function,None,0x88,0x88,0x88,0x6C8F4,.text,True,True,False,False,0,None,False,True,True,False,356,False
symbol,0x46C96C,None,.L0046C96C,None,@branchlabel,None,None,None,0x4,0x6C96C,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C97C,loc_to_fd_line,loc_to_fd_line,453,@function,None,0xF8,0x134,0xF8,0x6C97C,.text,True,True,False,False,0,None,False,True,True,False,357,False
symbol,0x46CA10,None,.L0046CA10,None,@branchlabel,None,None,None,0x4,0x6CA10,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CA40,None,.L0046CA40,None,@branchlabel,None,None,None,0x4,0x6CA40,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CA44,None,.L0046CA44,None,@branchlabel,None,None,None,0x4,0x6CA44,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CA58,None,.L0046CA58,None,@branchlabel,None,None,None,0x4,0x6CA58,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46CA5C,None,.L0046CA5C,None,@branchlabel,None,None,None,0x4,0x6CA5C,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CAB0,None,func_0046CAB0,None,@function,None,None,0x29C,0x29C,0x6CAB0,.text,True,False,True,False,3,None,False,True,False,True,None,False
symbol,0x46CB00,None,.L0046CB00,None,@branchlabel,None,None,None,0x4,0x6CB00,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CB50,None,.L0046CB50,None,@branchlabel,None,None,None,0x4,0x6CB50,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CB80,None,.L0046CB80,None,@branchlabel,None,None,None,0x4,0x6CB80,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CBB8,None,.L0046CBB8,None,@branchlabel,None,None,None,0x4,0x6CBB8,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CBC0,None,.L0046CBC0,None,@branchlabel,None,None,None,0x4,0x6CBC0,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46CBF8,None,.L0046CBF8,None,@branchlabel,None,None,None,0x4,0x6CBF8,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46CC30,None,.L0046CC30,None,@branchlabel,None,None,None,0x4,0x6CC30,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CC74,None,.L0046CC74,None,@branchlabel,None,None,None,0x4,0x6CC74,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CCA0,None,.L0046CCA0,None,@branchlabel,None,None,None,0x4,0x6CCA0,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46CCBC,None,.L0046CCBC,None,@branchlabel,None,None,None,0x4,0x6CCBC,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CCC4,None,.L0046CCC4,None,@branchlabel,None,None,None,0x4,0x6CCC4,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46CCD4,None,.L0046CCD4,None,@branchlabel,None,None,None,0x4,0x6CCD4,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CCF4,None,.L0046CCF4,None,@branchlabel,None,None,None,0x4,0x6CCF4,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46CD38,None,.L0046CD38,None,@branchlabel,None,None,None,0x4,0x6CD38,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CD3C,None,.L0046CD3C,None,@branchlabel,None,None,None,0x4,0x6CD3C,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46CD4C,None,func_0046CD4C,None,@function,None,None,0x7E0,0x7E0,0x6CD4C,.text,True,False,True,False,4,None,False,True,False,True,None,False
symbol,0x46CDE4,None,.L0046CDE4,None,@branchlabel,None,None,None,0x4,0x6CDE4,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46CE00,None,.L0046CE00,None,@branchlabel,None,None,None,0x4,0x6CE00,.text,True,False,True,False,1,None,False,False,False,False,None,False
